text,rating,polarity_score,polarity
di neg download ko tagih kirain ngerasa aneh pernah neg langgan pas baca ulas parah,1,2,positive
tingkat bagus,5,3,positive
bisa neg masukmasuk,1,0,neutral
tolong jgn tbtb batas hari bikin besok gt,1,0,neutral
kocakkk bangett nonaktifkanpadahal laku neg apapunkocak asli hadehhhhhh,1,0,neutral
kena hack tanggal agustus penting kena hack mudah laku verifikasi data ktp sim proses mesti nunggu dipake linkedin neg data,1,-18,negative
bagus,5,2,positive
moga manfaat,5,6,positive
barusan ubah nama foto alam instansi didik lainpadahal pertemanandm milik sayabug jelek privacy aplikasi dibenerin tolong,2,0,neutral
jalin mitra kerja buka peluang bisnis usaha share informasi komunitas benua,5,15,positive
guna ges cari lowong kerja bray the best pkoknya linkedln hehe,5,0,neutral
mantap sesuai,5,8,positive
proven and fluent for professional at its community,5,0,neutral
payah bisa neg daftar verifikasi capchat mulu hasil rekomended neg ni,1,6,positive
rusak ulang bisa neg kecewa,1,3,positive
bisa neg tolong dibenerin henti verifikasi kode captcha ulang kali bisa neg,1,-4,negative
bagus is,5,2,positive
rasa neg coba gratis kemarin bayar tahu neg mohon dikembalikn karna ada neg niat langgan premium tks,1,19,positive
ada neg dapetnya iklan kerja neg,1,6,positive
allah tolong kembali uang tarik otomatis dana nila sengaja neg pencet langgan tolong kembali uang butuh,1,15,positive
bagus,5,2,positive
bagus portofolio,5,4,positive
banyak verifikasi,1,3,positive
log out dr perangkat konfirmasi neg pas ribet ngirim kode konfirmasi akhir nomor tp punya neg nomor dg akhir email passwordnya pake kirim nomor rumit,1,2,positive
jujur alam dengana sungguh aneh mana verifikasi becus neg remind account jelek kendala buruk buat account,1,6,positive
validitas data percaya,4,-4,negative
great,5,3,positive
moga kerja platform,5,3,positive
platform bonafid,5,0,neutral
jelas neg nomor aktif bisa neg pake nomor tetep bisa neg jelas neg banget,1,5,positive
ban alas neg,1,0,neutral
fitur bagus,5,2,positive
bisa neg bikin error mulu,1,-3,negative
cari relasi,5,0,neutral
,5,0,neutral
kadang lambat loding buka ganggu jaring eror aman manfaat,5,7,positive
pro,5,0,neutral
bisa neg akses muncul notifikasi kode pin email aman neg,1,0,neutral
tolong kembali uang dana sedot nila juta ovo telusur transaksi linked tolong iktikad baik kembali,1,23,positive
mantap,5,5,positive
ajh gagal verifikasi data suruh gilir klik tombol layar putih ajh diclose gagal salah kocakk,1,-21,negative
jujur kecewa uang dana hilang fitur langgan rasa neg langgan tibatiba saldo hilang dana ribu aju kembali dana respon tolong kembali uang jujur kecewa,1,32,positive
tolong refund langgan rasa neg langgan,1,5,positive
relasi,5,3,positive
istimewa,5,0,neutral
kecewa linkedln dikit dikit muncul langgan chat guna premium langgan chat tolong semua neg bayar,1,7,positive
pintar loh ka sunguh an masuk neg akal nyata kecangihan internasional gin ka organisasi gitu serius loh nyata koq hilang nyata kaka binggung koq ketemu organisasi cangih tanya koneksi cangih eh hebat gitu,5,18,positive
bismillahirrahmanirrahim kerja,5,2,positive
baik percaya,5,5,positive
assalamualaikum selamat siang mohon kembali uang lupa me non aktif beli langgan rb tolong kembali uang milik neg uang uang tahan,3,22,positive
tayi,1,0,neutral
keren,5,0,neutral
bisa neg buka,3,3,positive
error nggak,1,-4,negative
nice and full of knowledge,5,4,positive
bad gabisa kocak,1,-6,negative
your system is incredibly frustrating for users all three of my accounts from the first the third have been restricted and im having great difficulty logging into my own account its illogical have an account restricted just one day after creating it and youre forcing me complete persona verification ive already done it but i still cant and i desperately need access for work,1,3,positive
apas gabisa anj bikin gabisa,1,5,positive
alami rusa,2,-3,negative
bikin hari kena nonaktif ada neg curiga alas neg sangan buruk,1,-3,negative
tolong verivikasi tambahin kartu identitas semua neg paspor tolong banget tolong verifikasi susah,5,4,positive
batas laku neg langgar apa,1,-6,negative
suruh verifikasi dowload handphone pesan lol your network will be back soon weve notified our operations staff that you are having a problem reaching well get you reconnected soon kendala ada neg haha,2,0,neutral
nyoba masuk tpi lanjutberikutnya bisa neg jaring bagus masalah neg,1,-2,negative
buka coba informasi nonaktif pernah neg langgar tentu laku coba web coba system identifikasi persona buruk proses indentifikasi seolaholah kartu id negara deteksi neg persona alam buruk guna bas kerja umur hidup,1,10,positive
coba langgan gratis tbtb potong otomatis langgan premium aju refund terima email sesuai neg tentu mohon bantu,1,17,positive
halo tim linked aju keluh kait potong saldo rp google play langgan premium pernah neg tuju sadar jarang,3,4,positive
periksa ribet,1,-9,negative
bisa neg masuk,1,-3,negative
mantap moga hasil,5,9,positive
bisa neg,1,0,neutral
oke,3,2,positive
uang tarik rb langgan langgan neg mohon bantu uang nominal lumayan,1,12,positive
daftar ngak tolong,1,4,positive
now we have entered the era of ai agi and ai asi i hope linkedln continues improve and increase its capabilities become a super ai a super ai that can do anything that exceeds humans an ai that can improve and repair itself an ai that can analyze and structure documents accurately and detail make training on itself or the output that will be produced an ai that can be fully integrated into the entire system an ai that can be fully integrated into humanoid robots,5,8,positive
bisa neg masuk bisa neg daftar milih verifikasi bisa neg masuk aneh banget,1,-2,negative
,5,0,neutral
tunggu sebentar,5,-1,negative
bug,1,0,neutral
bisa neg aksesketika aju keluh respon lambat minggu,1,0,neutral
mau neg buka,1,8,positive
bantu cuma neg dar informasi kerja wawas kaya disiplin ilmu bidang tekun,5,17,positive
susah,1,-3,negative
moga informasi,5,3,positive
bisa neg henti verifikasi identitas persona kirim minta sila minggu kembang tolong bantu hubung dukung bisa neg ayo lahhhh,1,19,positive
its a very helpfull,5,0,neutral
bisa neg isi kode verifikasi halaman x gtu btw,1,-1,negative
bisa neg buka masukin data eh bisa neg livechat ada neg email ada neg ada neg urus,1,12,positive
,5,0,neutral
manajemen ngak peduli penggunanyasaya pc dibandsaya aju aktif bulan ngak kasih solusiya mohon maaf hapus silah hapus yangk ush batas silah hapus,1,2,positive
captcha baik verifikasi selesai suruh ngulang puluh kali masuk neg,1,0,neutral
bantu,5,3,positive
ah susah,1,-3,negative
bagus bantu,5,5,positive
manfaat cari lowong kerja negeri,5,4,positive
thank you for giving me the opportunity participate good luck the team and the project,5,14,positive
llinkedln bagus jaring kolega teman informasi kait kembang usaha indonesia reach,5,12,positive
konek ban diangggap bot,1,-2,negative
gabisa masuukkkkk,1,0,neutral
bisa neg akun usaha bisa neg email sandi pernah neg ganti device bisa neg solusi admin update bagus bobrok,1,4,positive
salah stp daftar,1,-3,negative
rusak,1,3,positive
jelek eror lot guna neg guna neg,1,-12,negative
mantap boss q,5,5,positive
lingked id pernah neg beli apa kemarin potong saldo dana tahu neg kembali saldo dana di neg respon mohon kawan kawan bantu viralkan biar banyak neg korban,1,20,positive
cacat susah perangkat mobile,1,-8,negative
hp install ulang setel pabrik sangkut bisa neg hp,5,2,positive
bagus tarik aplikasi,5,0,neutral
ok tank you,5,4,positive
sulit daftar,1,1,positive
application that used extend knowledge and networking,5,0,neutral
bagus,5,2,positive
is good,5,5,positive
good,4,5,positive
kena disabled x ngapa neg suruh scan id ktp bisa neg detect apa pas nyoba disabled akun kocak,1,-7,negative
aneh linked makan memori update buka,1,8,positive
ulang masuk dalam google arah manual email passwordpun ttp hasil pdhl sesuai kode verifikasi,1,4,positive
good,5,5,positive
tambah menu arsip foto video,5,1,positive
haduh eror mulu uda versi baru,3,-2,negative
lumayan,5,1,positive
,5,0,neutral
senang nambah wawas,5,5,positive
membantuterima,5,0,neutral
bantu jalin kerjasama,5,6,positive
susah,1,-3,negative
sempurna,5,3,positive
susah,1,-3,negative
rusak applikasinya,1,3,positive
aneh bisa neg konek anjir,1,5,positive
nala gabisa masuk gabisa follow gabisa cari,1,-9,negative
masuk ribet donglod ngabisin data ngak guna,1,-9,negative
bisa neg tolong tangan,2,4,positive
mantap informatif raja,4,5,positive
masyaallah terima bantu informasi moga bantu antara moga diri manajemen karyawannya sihat jasmani rohani rezeqynya cukup aamiiiin,5,6,positive
moga kerja apps,4,3,positive
manfaat dunia,5,6,positive
koncet minus ngisi captcha bener respon kode valid neg isi koncet minus mending stop ajh aplikasi,1,-1,negative
okeee sekaliiii,5,0,neutral
suka,5,3,positive
,5,0,neutral
cok nyoba suruh pilih gambar gada bener,1,1,positive
developer mohon guna android pakai kompatibel pikir hp pakai android indonesia moga copy lihat,5,8,positive
bisa neg berulangkali coba tp msh bisa neg,1,2,positive
apresiasi dengan neg loginnya nonaktif sebab neg itu kena nonaktif buat neg onar halhal langgar atur seta tibatiba nonaktif sebab neg tolong nonaktif pingin aplikasi user nyaman aman,1,6,positive
alhamdulillahterbaik,5,0,neutral
,5,0,neutral
aneh saldo tibatiba hilang ada neg notifikasi apa sedot,1,10,positive
i got locked out of my account and can not contact support please help me regain access,1,0,neutral
bisa neg,1,0,neutral
ngak daftar ngak ikut langkah suruh capta ngak ngotak bikin emosi,1,3,positive
ribet,1,-4,negative
amazing,5,0,neutral
kesini ancurrrr,1,0,neutral
masuk ulang verif,1,-3,negative
is the best,5,0,neutral
hello please take action repair your application i cant very very poor application,1,-5,negative
susah,1,-3,negative
cacat hp ku kena reset pas ulang suruh acc perangkat perangkat hp ku gada opsi cacat banget sistem,1,-15,negative
manfaat,5,5,positive
jelas neg verifikasi bolak nama kali,1,1,positive
jelas neg verifikasi wajah ktp kek daftar daftar masuk,1,0,neutral
mantap abis,5,6,positive
nyusahin banget freak,1,1,positive
keren banget,5,1,positive
erti,1,2,positive
nyoba periksa aman respons kode nocaptcha valid neg isi pdhl bnr anggap salah mulu,1,-5,negative
,5,0,neutral
bisa neg verifikasi email penuh neg verifikasi gagal error tolong baik,1,-3,negative
jelas neg kaya masak relog hp lockout rekomendasi neg cari kerja,1,4,positive
bikin besok nonaktif solusi kahhh kali kayak gin porto hilang gara tibatiba gitu nonaktif,2,-1,negative
bisa neg akses tahun bisa neg buka verifikasi pakai persona kali lapor error benarbenar kecewa,1,2,positive
burik download karna cuman penuhmemori,1,0,neutral
aplikasi bagus cmn tombol lamarapply kerja eror,4,-4,negative
nice application,5,4,positive
mantap manfaat,5,10,positive
informatif bantu cari lowong kerja tahu dunia kerja,5,9,positive
smpai kerja but i like aplikasi,5,-1,negative
halo kemarin lupa matiin langgan premium business uang ambil terusin langgan butuh banget uang refundnya gimana mohon bantu banget uang refund langsung email masuk bilang sesuai neg tentu gimana tolong bantu,1,9,positive
kbanyakan kesalahn,1,0,neutral
good and professional aplication,5,5,positive
bantu thanks,5,6,positive
anjmau dipersulitapalagi nyari kerja,1,0,neutral
bantu lg cari lowong kerja,5,2,positive
buruk guna isi data tekateki terang salah sampe metode suara tetep anggap salah,1,-14,negative
dampak positip dlm hidup,5,-1,negative
great,5,3,positive
lihat fiturnya,4,3,positive
mantap,5,5,positive
masuk pernah neg pakai notif kode angka masuk masuk,3,-12,negative
linked is the best platform,5,0,neutral
batas verifikasi id ni pernah neg dipake,1,-3,negative
good job,5,5,positive
capca muluu uda ulang terusss,1,0,neutral
apl susah email pasword otomatis masuk neg,1,-3,negative
ribet taikk suruh masuk kek pinjol,1,-9,negative
aplikasi bantu bisa neg henti tahap verifikasi identitas sungguh aneh ada neg call center hubung website logika hubung call center kendala bisa neg proses verifikasi tolong baik sistem verifikasi lanjur langgan premium,1,17,positive
badbadbad very bad,1,-4,negative
muas,5,5,positive
masalah bisa neg,1,-4,negative
bagus koneksi,5,4,positive
hadehh,1,0,neutral
bagus bermnfaat informasi putar dunia kerja,5,7,positive
biar rating bicara,1,1,positive
keren tolong free trial premieum,5,6,positive
bagus suka pakai kenal dunia karir miripmirip sosial media blh memposting aktivitas alam harga capai blh lowong kerja buka terima,5,29,positive
beware for user user i got hacked and can not change my password when trying reset my password the otp is sent by anson notif not from itself weak security compromising user information and professional connection how the hell when i request for otp it come from third party ansontech,1,-3,negative
bagus value hadap hrd verifikasi wajib id passport susah guna milik neg passport,3,-1,negative
aneh tampil verifikasi email password,1,5,positive
tolong baik cari loker ribet verivikasi robot gitu nge stuck,1,-1,negative
bisa neg register tolong baik,5,6,positive
bisa neg nomer hp ganti ntah nomer sandi salah ken upgrade aman ngerusak,1,2,positive
jelas neg susah bgd verifikasi sudah neg,1,1,positive
moga dalam koneksi linkedln,5,6,positive
busuk daftar doang ko silah kocak,1,-2,negative
macet jelas neg salah ada neg terang tau neg salah,1,-5,negative
bantu,5,3,positive
,5,0,neutral
sulit pakai bolakbalik out aplikasi verifikasi mulu tolong baik,1,4,positive
mantap,4,5,positive
great,5,3,positive
apresiasi ada manfaat guna alami kendala kait tibatiba dapat neg akses bangun profil lengkap dalam mohon sistem verifikasi tingkat andal bantu masuk perangkat otomatis neg out kali guna neg,3,25,positive
gjlas ni ngestuck caotcha selesai neg,1,2,positive
neng banget untung,5,9,positive
aneh kali verifikasi error mulu,1,1,positive
aplikasi jelas neg bisa neg nomor masalah nomor hp ku cantum mana ajah hadeh canggih,1,-7,negative
amazing,5,0,neutral
nyaman pakai anggota info bobot,5,0,neutral
tibatiba blokir verifikasi identitas unggah foto ktp sim paspor unggah gagal,1,-4,negative
terimakasih,5,5,positive
account has been restricted for a long time no response whatsoever my account has been restricted and can not be verified at the moment please help me resolve this issue,1,-1,negative
bisa neg daftar alamat email password sinyal bagus bagus,1,5,positive
nice,5,4,positive
tampil buruk futuristik neg,3,-4,negative
bisa neg,1,0,neutral
jelek ngapa neg ilang tibatiba kocak,1,-12,negative
papa download guna neg jelekkk,1,1,positive
buruk x stuck verifikasi aman laku neg apaapa tibatiba hilang tolong baik proses verifikasi harus paspor milik neg paspor tolong timbang lihat alami,1,4,positive
buruk nge stuck gilir verifikasi data sesuai neg data sesuai buat,1,-4,negative
emng jelas neg bisa neg bisa neg,1,1,positive
capchanya jelek banget cok bisa neg isi,1,-2,negative
plis saldo sedot gara gara langgan plis bantuin,4,-1,negative
guna,5,1,positive
dunia bisnis cari loker manfaat aktivitas manusia penting,5,12,positive
mantap,5,5,positive
bulan bisa neg nonaktif kembali bisa neg kali verivikasi captcha verivikasi data install ulang hapus cache coba bisa neg buruk ada neg customer service langsung cobacoba nonaktif nonaktif,1,-3,negative
daftat tangguh nonaktif gabisa buka kocak,1,6,positive
bak,5,0,neutral
bagus indeed glint jobstreet hatihati guna akun batas salah kamu neg sebab tutup hilang,1,0,neutral
